Id,Type,Created_At,Author,Content,User_Mentions,Roles_Mentions,Replied_User,Reference_Message,Reactions
985862693938405376,DEFAULT,1655118382678,Fabs#8423,Governance survey: https://docs.google.com/forms/d/134VP1R7Fin-4pz2J4r5r8BHnOwHq2BCbuCWhDKwAWgc/edit,,,,,"WaKa#6616,👍"
985851463337144350,THREAD_CREATED,1655115705094,WaKa#6616,Notion Un-delete,,,,,
985837599224651796,DEFAULT,1655112399632,danielo#2815,"Regarding installing the bot on Aragon's discord, we're looking good it seems",,,,,"WaKa#6616,👍"
985830579494871063,THREAD_CREATED,1655110725998,sepehr#3795,Decide Discussion on todays meeting - Update on the tasks,,,,,
985824427071635526,DEFAULT,1655109259146,Ashish G#1920,"Follow up items from Friday's meeting, we can decide on which all we discuss today

- Discuss the questions for the conceptual foundation, shared by danielo#2815 . Can plan on what ahead with timelines
- Discussion with Aragon team on  data /  discord access
- thegadget.eth#3374 to share questions that danielo#2815 can check in his network of Tweet, requesting for inputs
- thegadget.eth#3374 to share thoughts on potential Filecoin use, with danielo#2815   
- To research on what all tools exist out there, based on data that can be accessed from Discord","danielo#2815,thegadget.eth#3374,danielo#2815,thegadget.eth#3374,danielo#2815",,,,
985824294384848937,DEFAULT,1655109227511,WaKa#6616,"Notion help needed: 🙌  🙏  ❗ 
When editing https://www.notion.so/DAO-Community-Analytics-2061bb4ac39042949417cc43fcab7caa
managed to delete https://www.notion.so/Project-Management-4054698ac28f44638eb2f90fc2dc1da9
In Trash now, but pressing *Restore page* is not working for me. 😥  👋",,,,,
985821878977437736,REPLY,1655108651633,Ashish G#1920,"Looks nice danielo#2815  I have added a few points. Have included my name in brackets, for ease of reference",danielo#2815,,danielo#2815,984779703015583764,
985803605825159168,THREAD_CREATED,1655104294974,thegadget.eth#3374,Web2 Analytics services,,,,,
984779703015583764,DEFAULT,1654860177521,danielo#2815,"In prepration for monday, I added the proposed questions for the conceptual foundations at the start of the doc:
https://intelligent-glove-386.notion.site/Community-Conceptual-Foundations-b604e8ae14f24494846f4df79d61cf2f",,,,,
984766807569203271,DEFAULT,1654857103007,danielo#2815,"Those interested in joining the group with Aragon folks, here's the link to join: https://t.me/+Q6LEz6RSsOMyM2Zk",,,,,"Shanzz 🏴#5133,👍🏼"
984761571123277874,DEFAULT,1654855854541,Fabs#8423,Shopper Sudoku Slides -- I am very happy to explain and answer any questions you may have,,,,,
984755391982354493,DEFAULT,1654854381319,Fabs#8423,Suggestion: during Q1 of 22 one of the contributors of data put together some numbers regarding discord usage and some other aspects. if you would like to have a look please check here: https://www.notion.so/aragonorg/AN-DAO-Discord-Community-Analysis-3438e5ca266d47d4ad254a9f827e0572,,,,,
984743768806809600,DEFAULT,1654851610138,sesh#1244,,,,,,
984497838539042876,DEFAULT,1654792975793,danielo#2815,Privacy vs Insights,,,,,
984428835430871080,DEFAULT,1654776524170,danielo#2815,Conceptual Development,,,,,
984326764782301184,REPLY,1654752188631,katerinabc#6667,Yes you read it right. Just late accepting the event. I’m assuming same for danielo#2815,danielo#2815,,Ashish G#1920,984323109941297203,"danielo#2815,👍"
984323109941297203,REPLY,1654751317249,Ashish G#1920,"Just checking. The way I read Lettuce Meet, think the time worked for you as well danielo#2815 and katerinabc#6667 Else we can change it","danielo#2815,katerinabc#6667",,sesh#1244,984038800579788830,
984164086990405682,DEFAULT,1654713403223,Fabs#8423,Yes! i think the bot was down when i first selected the reactions,,,,,
984163989040803960,DEFAULT,1654713379870,katerinabc#6667,Fabs#8423 looks like you have access now,Fabs#8423,,,,
984038800579788830,DEFAULT,1654683532615,sesh#1244,@Community Analytics - Lead @Community Analytics- Contributor @Community Analytics - Supporter,,"@Community Analytics - Lead,@Community Analytics- Contributor,@Community Analytics - Supporter",,,
984019199372455939,THREAD_CREATED,1654678859323,Ashish G#1920,Community engagement workstream,,,,,
983841495087976478,DEFAULT,1654636491320,danielo#2815,"**Community Engagement Workstream**
We would miss a big opportunity if we don't nurture a broader community around this project. I've started mapping out a workstream here and a role that would animate said workstream. I'd love to have your feedback and suggestions (either as a thread here for general comments or directly in the doc for more specific suggestions) before making this into a formal proposal for the team
https://intelligent-glove-386.notion.site/Community-Engagement-Workstream-442c50e2b5174e4ea92534e3bc75d5ae",,,,,"DavidRAllen#0228,WaKa#6616,✅"
983838895290597426,THREAD_CREATED,1654635871480,katerinabc#6667,Pulse survey questions,,,,,"WaKa#6616,👍"
983739210529923155,THREAD_CREATED,1654612104781,Ene SS Rawa#0855,Workplan meeting,,,,,
983695552267051018,THREAD_CREATED,1654601695840,thegadget.eth#3374,Discord Developer Terms of Service,,,,,
983680336900812810,DEFAULT,1654598068214,danielo#2815,"We'll likely need a group to engage with Aragon (both Aragon Association and people from the community who want to help)
Where could this group live:
A) channel in RnDAO 
B) telegram
C) discord DM
D) other?",,,,,"danielo#2815,katerinabc#6667,thegadget.eth#3374,🇧&katerinabc#6667,sandeepdas#2062,🇨"
983679126256881664,DEFAULT,1654597779574,danielo#2815,"And also please add your availability for next week for the Team Agreement workshop
https://lettucemeet.com/l/9w54G
@Community Analytics - Supporter",,@Community Analytics - Supporter,,,
983674099555500085,THREAD_CREATED,1654596581115,katerinabc#6667,workstream notion link,,,,,
983667291231240225,DEFAULT,1654594957884,Ashish G#1920,"As discussed on Monday, we will try and meet later this week, to discuss the workplan. Please add your availability here

https://lettucemeet.com/l/l2nXB",,,,,"katerinabc#6667,✅"
983665875653644298,DEFAULT,1654594620384,Ashish G#1920,"Hi Everyone, here's a first cut work plan. Requesting the team to edit as appropriate


Especially
1. If I have the name of primary owner wrong
2. The owner should modify their workstream's plan as appropriate


https://sphenoid-tiara-068.notion.site/Planning-for-success-with-Aragon-7e27426657844e8e85ca308915c86c71",,,,,
983564139874123828,THREAD_CREATED,1654570364684,Elaheh#4125,Project Links,,,,,
983533449908465664,DEFAULT,1654563047626,Ene SS Rawa#0855,"Hi, I joined today and would like to read more about this project. What is the best place to start? Is there a notion?",,,,,
983442905802899456,DEFAULT,1654541460229,MEE6#4876,"GG Ashish G#1920, you just advanced to level 2!",Ashish G#1920,,,,"danielo#2815,🔥"
983442904431345674,DEFAULT,1654541459902,Ashish G#1920,"A couple of checks with the team on my follow up item - Planning for success with Aragon

1. In my understanding the immediate task is to identify workstreams and timelines. I can share a first cut on potential workstreams and maybe suggested timelines

2. Is the team ok with Google worksheet for this",,,,,"danielo#2815,👍"
983407443382005840,THREAD_CREATED,1654533005329,WaKa#6616,Community Analytics Contributors,,,,,
983379658823303198,DEFAULT,1654526380974,danielo#2815,Planning for success with Aragon,,,,,
983376724400173058,DEFAULT,1654525681353,MEE6#4876,"GG sandeepdas#2062, you just advanced to level 2!",sandeepdas#2062,,,,"danielo#2815,🚀"
983376722705649774,DEFAULT,1654525680949,sandeepdas#2062,I was not on the call today so here is an overarching suggestion. Ashish G#1920 and I have been brothers in arms on another initiative so I am happy to help in this project wherever the team deems the best fit,Ashish G#1920,,,,"danielo#2815,❤️"
983376142159466506,DEFAULT,1654525542536,danielo#2815,"btw, @Community Analytics - Supporter the idea here is not to exclude you in any way. I added first katerinabc#6667 and thegadget.eth#3374 as they were committed to the project from the start. As we advance on implementing the Team Roles model we're testing, please everyone share your thoughts and suggestions so we can
1) include everyone at the level of involvement/commitment that best suits them
2) evolve the model of Team Roles as needed so it works for all of us

So if any of you would like to become an ongoing contributor to the project, please let me know and I can make a proposal to include you as such","katerinabc#6667,thegadget.eth#3374",@Community Analytics - Supporter,,,
983374197508165723,DEFAULT,1654525078895,danielo#2815,"Also, Contributors can create tasks in Dework and apply to fulfil tasks created by others, while Supporters can only apply",,,,,
983373111921606717,DEFAULT,1654524820071,danielo#2815,"Supporters can request Leads/Contributors to make proposals in their behalf. And Supporters can emoji react to proposals to signal their preference, although Supporter votes don't count in determining whether a proposal passes or not",,,,,
983372511389548554,REPLY,1654524676893,danielo#2815,"proposal passed with 2/2 🤙
I'm now adding thegadget.eth#3374 as a @Community Analytics- Contributor
This means that now katerinabc#6667 thegadget.eth#3374 and myself can make proposals to add further Contributors

Being a Contributor/Lead allows you to create proposals and vote to make decisions in the project, including the creation of specific roles with a specific purpose and domain of responsibility (roles with a domain of responsibility don't need to make proposals for decisions within said domain but can decide autocratically)","thegadget.eth#3374,katerinabc#6667,thegadget.eth#3374",@Community Analytics- Contributor,danielo#2815,983365343152054374,
983367870962630707,THREAD_CREATED,1654523570529,katerinabc#6667,Synthesizing information from community manager workshop,,,,,
983365343152054374,DEFAULT,1654522967852,danielo#2815,"now, I'm proposing that we also add thegadget.eth#3374 as a contributor
katerinabc#6667, Please react to this proposal:

🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting","thegadget.eth#3374,katerinabc#6667",,,,"danielo#2815,katerinabc#6667,🤙"
983364481914634291,DEFAULT,1654522762517,danielo#2815,"As initial proposer of the project, I'm the default Lead and also everyone else is only a Supporter (no voting power), so I can make unilateral decisions.
As first action, I want to add Katerina as co-lead
(which also means for future actions like adding other Contributors/Leads I'll need her consent)",,,,,
983363939305926698,REPLY,1654522633149,danielo#2815,"This proposal is passed with 1 🤙  and 4 👍 
I'll proceed to implement",,,danielo#2815,979821990955352154,
983362575288913983,THREAD_CREATED,1654522307942,thegadget.eth#3374,Research coordination,,,,,
983348147612942336,DEFAULT,1654518868116,danielo#2815,"thegadget.eth#3374 Ashish G#1920 on the user research front, you both have put your hand up to contribute:
- The gadget wanted to have calls with CM to map how they use roles/levels in their community
- With Ashish, we had discussed doing outreach (and specially to DAO leaders)
Both the mapping of roles/levels and the user research call with DAO Leaders seem very useful for us. So perhaps you can coordinate around it?

(For when it makes sense priorities wise. If you have time for this and don't have action items for our Outcome of the Week, then ideally you can advance here instead of waiting)","thegadget.eth#3374,Ashish G#1920",,,,
983345627373117520,DEFAULT,1654518267244,danielo#2815,Interesting comments on our Aragon proposal,,,,,"WaKa#6616,katerinabc#6667,✅"
983330734947307560,DEFAULT,1654514716613,katerinabc#6667,"Meeting summary - please correct/add where necessary. Full notes in notion (https://www.notion.so/Meetings-44c91a8df317417d9b9caac8d08c79dc)
Priority: 
- Plan for success with Aragon (stakeholder management, what needs to be ready by when, success criteria etc)",,,,,"Shanzz 🏴#5133,WaKa#6616,Ashish G#1920,👍"
982270794010878012,THREAD_CREATED,1654262007001,katerinabc#6667,Network stability and complexity,,,,,
982195613816991754,DEFAULT,1654244082646,danielo#2815,"katerinabc#6667 I don't know if this is interesting for us (maybe you've already come across these ideas) but in case:

Complexity vs stability, an ecosystem perspective
https://mirror.xyz/0x228F308e90C36eF1aceE0BEC99061f9De65dbCdd/EaRncgRP-8_UzHzlZtu4G8FVxcK-GvgtouYbkEVFrc4",katerinabc#6667,,,,"Shanzz 🏴#5133,WaKa#6616,katerinabc#6667,❤️&WaKa#6616,👌"
982187343257669672,DEFAULT,1654242110791,danielo#2815,"McMillan & Chavis are two of the giants of community, some of their theories for inspiration (for more formal assessment we need to look at more recent sources)",,,,,
981308723622461523,THREAD_CREATED,1654032631546,WaKa#6616,Steward Health Cards,,,,,
981240433365639199,DEFAULT,1654016349880,Ashish G#1920,@Daniel please let me know how i can be of help on this one,,,,,
981236984842424453,DEFAULT,1654015527688,Dework#9886,Ashish G#1920,Ashish G#1920,,,,
981143459622703124,DEFAULT,1653993229538,danielo#2815,"Some great insights towards the lower part of this page about Pulse Surveys:
<https://peoplepulse.com/resources/useful-articles/complete-guide-staff-pulse-surveys/>
- 90% of organisations roll out traditional large-scale engagement surveys but only 19% use informal pulse surveys throughout the year. (CEB Corporate Leadership Council)
- More than half of these organisations believe that pulse surveys should be used, however, they should not replace the traditional annual survey.",,,,,"WaKa#6616,Elaheh#4125,katerinabc#6667,👍"
981134104349245440,DEFAULT,1653990999067,danielo#2815,Pulse Survey MVP,,,,,"Elaheh#4125,🫀"
981113725639618560,DEFAULT,1653986140404,Dework#9886,danielo#2815,danielo#2815,,,,
981023559897989180,DEFAULT,1653964643216,paulofonseca#1987,Inplco posted this on the ENS forum 5 days ago. He called it Steward Health Cards. He didn’t made one for Brantly.eth which is still the biggest delegate in ENS. https://discuss.ens.domains/t/steward-health-cards/12871,,,,,"Elaheh#4125,🤔&WaKa#6616,👌"
980922783284473886,DEFAULT,1653940616199,danielo#2815,"There's been interesting discussion in the Aragon forum that we should take into account moving forward:
https://forum.aragon.org/t/real-time-community-health-analytics/3472/17?u=daniel-ospina",,,,,
980874156256149516,DEFAULT,1653929022612,danielo#2815,"Notes from today's meeting, fantastically taken by katerinabc#6667
https://intelligent-glove-386.notion.site/Update-c8e459748792405f90ee109cd84f090a

Please note the general action item to review the old Dework tasks we have

And special note to say the Aragon proposal has passed!  🥳 🥳",katerinabc#6667,,,,"WaKa#6616,Elaheh#4125,🎉&WaKa#6616,Elaheh#4125,🙌&WaKa#6616,💪"
980872751290138686,DEFAULT,1653928687642,Dework#9886,,,,,,
980872501892628480,DEFAULT,1653928628181,Dework#9886,,,,,,
980871999209492580,DEFAULT,1653928508332,Dework#9886,,,,,,
980834365955260448,DEFAULT,1653919535865,danielo#2815,turns out there's this bot that gives reminders in discord. I wouldn't have used it if it was by email,,,,,"WaKa#6616,katerinabc#6667,👌"
980795261183983617,DEFAULT,1653910212561,Ashish G#1920,"This is the DAO Sentiment Tracker I am working on, with a team from Bankless DAO. It is not specific to a single DAO, is in general for the space. 

The questions are more relevant to DAO contributors. Less to DAO leaders or core team


https://docs.google.com/forms/d/e/1FAIpQLSer5bLyy1D2E8z_VXlBYL_8uEUw8aJ-WMYX_6Mhf6bsKKvYow/viewform?vc=0&c=0&w=1&flr=0&usp=mail_form_link",,,,,"katerinabc#6667,🙏&katerinabc#6667,👍"
980794558617096242,DEFAULT,1653910045056,Ashish G#1920,"Thanks everyone for having me in the discussion. This is the intro I had shared a few days earlier, in the main intro channel

Hi Everyone, I am glad to be here. I've found that RnDAO is working on some cool stuff.

Sharing a brief intro. I work in Web 2 startup investment and incubations. Have earlier worked in marketing, where I launched and repositioned several brands. I have also worked in strategy. I am passionate about Web 3 and DAOs and want to contribute to strengthening them.",,,,,"WaKa#6616,katerinabc#6667,👌"
980794235483721758,DEFAULT,1653909968015,katerinabc#6667,Ashish G#1920 Can you share the DAO sentiment tracker or survey you just mentioned in the call,Ashish G#1920,,,,
980776080770215966,DEFAULT,1653905639594,katerinabc#6667,Kids are at home and clogging up the bandwidth 😦,,,,,"WaKa#6616,Elaheh#4125,😊&WaKa#6616,👌"
980774054518738975,DEFAULT,1653905156498,danielo#2815,"Today's meeting: https://intelligent-glove-386.notion.site/Update-c8e459748792405f90ee109cd84f090a

https://miro.com/app/board/uXjVOUBXbkQ=/?moveToWidget=3458764525442412413&cot=14",,,,,
980773794346041384,DEFAULT,1653905094468,Ashish G#1920,Hi katerinabc#6667 Looks like I do not have access to it,katerinabc#6667,,,,
980773570697379850,DEFAULT,1653905041146,katerinabc#6667,Ashish G#1920 We are meeting in the meeting room in the Projects channel block. Do you have access to it?,Ashish G#1920,,,,
980768843817431070,THREAD_CREATED,1653903914170,thegadget.eth#3374,Create community graph for discord members,,,,,
980764995883253810,DEFAULT,1653902996751,Dework#9886,danielo#2815,danielo#2815,,,,
980760368198594560,THREAD_CREATED,1653901893425,sepehr#3795,Thanks for Workshop,,,,,
980726092203704391,DEFAULT,1653893721391,sesh#1244,,,,,,
980725240701288499,REPLY,1653893518377,WaKa#6616,"danielo#2815, how did the Th contact info collection on Airtable worked out?",danielo#2815,,WaKa#6616,979439921699889192,
980393268695146566,DEFAULT,1653814370083,Dework#9886,,,,,,
980384204112146452,DEFAULT,1653812208918,Dework#9886,,,,,,
980192002769559576,THREAD_CREATED,1653766384547,danielo#2815,organisational rolea,,,,,
980168905614049311,REPLY,1653760877756,Technoshaman#5921,"It lux like these roles relate to project *teams*. Has there been any discussion of *organizational* roles, in terms inspired by Holacracy,  as follows? 

> *An organizational entity used to define certain functions of the organization. The definition of a Role includes a
> Purpose to express, Domain(s) to control, and Accountabilities to perform. The only way for a Role to be created,
> revised, or destroyed is through the Circle’s Governance process.*",,,danielo#2815,979821990955352154,
979821990955352154,DEFAULT,1653678166856,danielo#2815,"**Proposal: implement the Team Roles Vision in this project to test how it works**
I've updated the Team Roles Vision to incorporate some of the feedback. The idea is to implement this in this project and test how it works and iterate as needed.

I'll start the proposal counter on but will wait until after our meeting on Monday so hopefully we can add any questions to the agenda (and we can also discuss async as usual with proposals).

Full proposal: https://intelligent-glove-386.notion.site/Team-Roles-vision-b19e559b05d547c9a85e5ce5d8781027

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting

@Community Analytics - Supporter",,@Community Analytics - Supporter,,,"MrSmith#7206,sepehr#3795,RayKanani#0819,katerinabc#6667,👍&danielo#2815,🤙"
979821166120280098,THREAD_CREATED,1653677970200,danielo#2815,Community Manager = Facilitator,,,,,
979450927587131405,THREAD_CREATED,1653589698455,katerinabc#6667,CM workshop,,,,,
979442877493018674,DEFAULT,1653587779163,WaKa#6616,Chat log.,,,,,
979441750257070160,DEFAULT,1653587510409,paulofonseca#1987,"this board, looks like this meme 🙂 
CONNECTIONS EVERYWHERE!!!",,,,,"WaKa#6616,katerinabc#6667,🙃"
979439921699889192,DEFAULT,1653587074447,WaKa#6616,"Meeting attendance has [visually] peaked at around 31 on Google and 27 on Miro, roughly 45 minutes into the event.
24 / 21 twenty minutes later, then settled around 21 / 17.",,,,,
979439231103553588,DEFAULT,1653586909796,WaKa#6616,Did the Community Manager -> Facilitator title change to include a wider group? Community Manager has a somewhat established connotation...,,,,,
979431836876935308,DEFAULT,1653585146875,paulofonseca#1987,take a look at this: https://ptb.discord.com/channels/915914985140531240/930831761326358618/979431778601287700,,,,,
979376860230193202,DEFAULT,1653572039421,Dework#9886,,,,,,
979318830729932824,THREAD_CREATED,1653558204110,danielo#2815,linking to answers to people,,,,,
979315957648486421,REPLY,1653557519114,Technoshaman#5921,"> CoP for Community Facilitators

It may be better to not introduce the workshop as a CoP, cuz it would risk creating confusion and false expectations about what * is* a CoP and how it will be sustained and supported.",,,danielo#2815,978999717528756304,"danielo#2815,katerinabc#6667,👌"
979315678878257162,DEFAULT,1653557452650,Technoshaman#5921,"It's a great design. My main concern is that there are many peeps unfamiliar with using Miro and in spite of a quick intro to the tool, they may spend more time figuring out how to use it than entering their info. To mitigate that I usually offer or also as a simpler data collection option as a back up (e.g. chat  notes, or g.doc.

Another question: Given that responses to many questions captured on the Post-Its will be essential for  biz.dev, will it be easy to link them with the name, affiliation, and email or Twitter/Discord ID of the responders?",,,,,
979304253325725719,THREAD_CREATED,1653554728586,danielo#2815,Stats on Intros,,,,,
979288233072537650,DEFAULT,1653550909060,danielo#2815,LabDAO is using this: https://profile.intros.ai/join/labdao,,,,,
979128675981213811,THREAD_CREATED,1653512867685,WaKa#6616,Lauren Blaze,,,,,
979120588503265321,THREAD_CREATED,1653510939480,WaKa#6616,Also had a user research call with Synth,,,,,
978999717528756304,DEFAULT,1653482121594,danielo#2815,"Here's the draft board for the community facilitators workshop tomorrow. I'd love to hear if you have any suggestions, comments, or ideas to make this workshop a success for everyone
🙂
https://miro.com/app/board/uXjVOyf9S6c=/?share_link_id=376040265211",,,,,"WaKa#6616,Elaheh#4125,katerinabc#6667,🔥&WaKa#6616,✅"
978985361931915324,THREAD_CREATED,1653478698953,noturhandle#0510,ENS Decision & Response,,,,,
978775052155781151,DEFAULT,1653428557195,katerinabc#6667,I also saw boomerang https://twitter.com/tryboomerang who are planning to include community strength as their offering,,,,,
978774939505139772,DEFAULT,1653428530337,katerinabc#6667,I'll be talking tomorrow afternoon with Lauren R (Blaze) to understand what she is building with her community analytics tool https://twitter.com/larfy_rothwell,,,,,
978773331010543667,DEFAULT,1653428146842,katerinabc#6667,Question about aragon proposal from anson parker (via twitter DM),,,,,
978728939138727966,DEFAULT,1653417562995,noturhandle#0510,"See here: https://noturhandle.gitbook.io/rndao/

Added proposals for Filecoin, Rook, Aave, Llama, Balancer, Yearn, LabDAO",,,,,"WaKa#6616,✅"
978719850308464671,REPLY,1653415396049,danielo#2815,"Also had a user research call with Synth from Rook who is curious to hear a proposal (he's a part time community manager so not sure how influential but he mentioned they do have a budget of ""a few thousands maybe"")",,,noturhandle#0510,978719207934025810,"WaKa#6616,✅"
978719207934025810,DEFAULT,1653415242895,noturhandle#0510,Did he say where we should submit the proposal,,,,,
978718899459743754,DEFAULT,1653415169349,danielo#2815,Just had a call with Evan from Protocol Labs who suggested the filecoin foundation (part of Protocol Labs) could be a good sponsor for our research and also he likes connecting people with other to offer match funding!,,,,,"WaKa#6616,noturhandle#0510,👌&WaKa#6616,Elaheh#4125,👍&WaKa#6616,🥳"
978581608380629015,THREAD_CREATED,1653382436605,Elaheh#4125,Aragon Proposal,,,,,
978395034279899196,DEFAULT,1653337953873,noturhandle#0510,"danielo#2815 

Did you see this: https://discuss.ens.domains/t/research-proposal-real-time-community-health-analytics/12640/21

Can you make it?",danielo#2815,,,,"danielo#2815,👍"
978308843547271228,DEFAULT,1653317404401,danielo#2815,"Some folks at Aragon did a bounty on what data needs the DAO had. Useful for context as user research:
https://www.notion.so/aragonorg/AN-DAO-Data-Needs-6c2cad3563a244c0886eab8dcc6b72e4",,,,,"WaKa#6616,sepehr#3795,👍"
978264818589007903,DEFAULT,1653306908033,danielo#2815,"I have 3 more user research calls booked this week. Let me know if you want to join 
(I'm not booking new ones but it seems I had outstanding calendar links that hadn't been used yet 🙃 )",,,,,"WaKa#6616,👍"
978262377223061504,THREAD_CREATED,1653306325966,danielo#2815,Community of Practice,,,,,
978260844251086848,DEFAULT,1653305960477,danielo#2815,"Vote live in 6min from now for our Aragon Proposal:
https://voice.aragon.org/processes/#/21b2ea5345d2e0c941dd44ff4c43fc4683088b846ddb3234d1690b0000000009",,,,,"Elaheh#4125,👀&RayKanani#0819,✨"
978255980313841684,DEFAULT,1653304800824,Dework#9886,katerinabc#6667 MrSmith#7206 thegadget.eth#3374,"katerinabc#6667,MrSmith#7206,thegadget.eth#3374",,,,
978255971413549076,DEFAULT,1653304798702,Dework#9886,katerinabc#6667 MrSmith#7206,"katerinabc#6667,MrSmith#7206",,,,
978255865171812372,DEFAULT,1653304773372,Dework#9886,,,,,,
978255694002282536,DEFAULT,1653304732562,Dework#9886,,,,,,
978255458315952188,DEFAULT,1653304676370,Dework#9886,,,,,,
978248794208612382,DEFAULT,1653303087523,paulofonseca#1987,danielo#2815 noturhandle#0510 ☝️,"danielo#2815,noturhandle#0510",,,,
978244889328361512,DEFAULT,1653302156527,paulofonseca#1987,https://ipfs.io/ipfs/QmRkDKwGynmGFi5EQ6vCvx5yMgyvdLL4VgixnkixqTr7p6,,,,,"Elaheh#4125,🙌&danielo#2815,❤️"
978244635883372564,DEFAULT,1653302096101,paulofonseca#1987,ipfs://QmRkDKwGynmGFi5EQ6vCvx5yMgyvdLL4VgixnkixqTr7p6,,,,,
978239809963307038,REPLY,1653300945512,paulofonseca#1987,gimme a sec,,,danielo#2815,978237823620636672,"noturhandle#0510,👌"
978237823620636672,DEFAULT,1653300471931,danielo#2815,"Can someone turn the proposal and comments in this forum thread into an IPFS file asap?
I need the IPFS file link to move the Aragon proposal to a vote: <https://forum.aragon.org/t/real-time-community-health-analytics/3472>",,,,,"WaKa#6616,👍"
978115828216123404,THREAD_CREATED,1653271385960,Elaheh#4125,Workshop,,,,,
978013028706574356,DEFAULT,1653246876647,thegadget.eth#3374,"I noticed we have a workshop this week, may I ask you, people, what is that about, and is there anything I can help you with? danielo#2815 Elaheh#4125 katerinabc#6667 WaKa#6616 MrSmith#7206","danielo#2815,Elaheh#4125,katerinabc#6667,WaKa#6616,MrSmith#7206",,,,
978012794781827093,DEFAULT,1653246820875,thegadget.eth#3374,"Hello, Everyone! Sorry for my absence! as I told you in my last message, I had two exams for the master's entrance uni exam this week. I'm back and ready for new adventures",,,,,"WaKa#6616,Elaheh#4125,🤞"
976948338433855508,DEFAULT,1652993034705,Dework#9886,**DAO Work - Research Coordination Task Board**,,,,,
976948337632759848,DEFAULT,1652993034514,Dework#9886,**Platform Activities - Research Coordination Task Board**,,,,,
976544606898491402,DEFAULT,1652896777606,WaKa#6616,"A companion article defines and shows a hierarchy of levels of participation: Core Team, Core Group, Active Members, Peripheral Members

While the Group and Member designations would benefit from more specificity, and Peripheral from more positivity, but the arrangement does map into some common patterns.
https://collaboration.worldbank.org/content/sites/collaboration-for-development/en/groups/communities4Dev/blogs.entry.html/2021/03/30/setting_up_a_coreteam-DFep.html

At the end it even points to a PPTX with *Core Team Charter Meeting Template*, quite rudimentary but could be starting point...",,,,,"Elaheh#4125,🔖"
976539560785874984,DEFAULT,1652895574519,WaKa#6616,"The worldbank.org article presents several lists worthy of our consideration:
successful community - active, engaged, members contribute regularly
Sense of Community factors - membership, influence, needs, emotion

The Influence factor, explained as 'when you speak, others listen and ***often** act on your advice*', is a mighty tall order for most situations.",,,,,
976525286902464572,DEFAULT,1652892171360,WaKa#6616,"Some of the enumerated properties and categories, as described, may not match a more common interpretation, and thus cannot be assumed to translate directly into ready use.

I have kinda thought of a group as externally and somewhat subjectively defined, based on some observable or designated attribute, and not through a shared property of self-identification of the designated members.

There can be a very close but not defining situational correlation. For example, a bus full of people heading downtown mid-morning will have a high percentage of office workers. Someone interested in this attribute will readily classify them as such.

But they did not aggregate for that reason, and probably see those around them as also packed into a poorly ventilated bus, stuck in traffic.",,,,,
976453986896998431,REPLY,1652875172114,danielo#2815,"A couple of reading suggestions in preparation for our meeting next week:

Layman summary on (psychological) Sense of Community
<https://collaboration.worldbank.org/content/sites/collaboration-for-development/en/groups/communities4Dev/blogs.entry.html/2021/03/22/sense_of_community-wyUE.html>

Layman article on the difference between communities, groups, and networks
<https://medium.com/conductal/the-difference-between-communities-groups-and-networks-179ac2052f25>

TLDR:
we have the psychological side: perception of community (Sense of Community), which can be measured through surveys

and the behavioural side: community interactions, which we can capture through Discord data and across other platforms and then apply ONA and other techniques to it",,,danielo#2815,975713507007954974,"WaKa#6616,RayKanani#0819,👌"
976438789918564465,THREAD_CREATED,1652871548872,katerinabc#6667,Introduction to ONA,,,,,
976430372315349003,DEFAULT,1652869541959,danielo#2815,"I'm sensing that we need to educate people on what ONA is and it's potential. 
katerinabc#6667 would you be up for making a short presentation we can also record and share? or if presentations are not your thing, then maybe finding a good, short educational video on it?",katerinabc#6667,,,,"Elaheh#4125,katerinabc#6667,👍"
975804782138785875,THREAD_CREATED,1652720389638,Elaheh#4125,Miro Reorg,,,,,
975800329197207592,DEFAULT,1652719327974,paulofonseca#1987,"hey beautiful @Community Analytics - Supporter people!
We are reorganizing the Miro board... and since you've been using the main Miro board for this project, I want to ask you to separate what boards and comments have been done in the main Miro board, that are about this project, so that I can create a new Miro board, just for this project, including the current comments and discussion where you can work on your own, without the bulk of all the other RnDAO stuff",,@Community Analytics - Supporter,,,"paulofonseca#1987,🔖"
975795361501298698,THREAD_CREATED,1652718143583,danielo#2815,call with X2Y2,,,,,
