Id,Type,Created_At,Author,Content,User_Mentions,Roles_Mentions,Replied_User,Reference_Message,Reactions
987359175304704060,DEFAULT,1655475171639,danielo#2815,"**Proposal: create a ""DAO-work-general - Supporter"" role in discord and add it to the options under <#967435225128923166> **

example of the problem: thegadget.eth#3374 got tagged through the onboarded contributors handle and so message me to be added to the DAO Work coordinape. I had to apologise for the irrelevant tagging and clarify that Projects have their own compensation separated from DAO Work.

So far, DAO Work is operating as a unit but there's no way to tag people from this unit or hide these channels from those not doing DAO Work. Having a specific role would enable tagging and hiding, thus reducing noise for project-only contributors.

The proposal suggests:
- creating the role
- adding the emoji-react system to <#967435225128923166> 
-hiding all channels of DAO Work except <#943193343221968947> to those that don't haven't opted in

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",thegadget.eth#3374,,,,"DavidRAllen#0228,Technoshaman#5921,danielo#2815,🤙&Elaheh#4125,katerinabc#6667,☝️&paulofonseca#1987,✋"
986617463938613288,REPLY,1655298333869,paulofonseca#1987,This proposal has passed with 7 🤙 votes and 2 🤞 suggestions. I will execute it later today.,,,paulofonseca#1987,985862002486411336,"WaKa#6616,Drea#4787,danielo#2815,💪&Elaheh#4125,katerinabc#6667,🙌&WaKa#6616,✅"
985957686749306974,THREAD_CREATED,1655141030729,danielo#2815,Calendar proposal,,,,,
985862002486411336,DEFAULT,1655118217823,paulofonseca#1987,"**Proposal to condense all calendaring into Sesh and deprecate the current Google Shared Calendar**

Hey there!
So, we’ve been using a myriad of tools to manage our “calendaring” needs, in a mostly ad-hoc and as needed way, and that has created a few issues that we’ve been noticing in the last few weeks.

With this proposal I aim to simplify our “calendaring” process and setup a workflow of tools to help us get the most out of the tools we use and reduce human error by automating the boring parts.

I’ve been thinking about this for a while and testing different tools. I’m 95% certain that the tool stack that I’m proposing will work on RnDAO and is feasible for our current setup.

I started by evaluating all the different tools we’ve been using, and did a table to figure out what each of them if great at (🌟), what each of them supports (✅) and doesn’t support (❌).

You can see that table in the attached image and in the Miro here: https://miro.com/app/board/uXjVOUBXbkQ=/?moveToWidget=3458764527369925235&cot=14

With this I’ve realized that we can have a setup where we can have the best of all the tools if we adopt Sesh fully (meaning buying and using sesh premium) and integrate it with Discord native Events through ChronicleBot ( https://chroniclebot.com ) and then with our own personal calendars through the Sesh /link command.

So I’ve came up with this process for creating events in RnDAO that you can see here: https://miro.com/app/board/uXjVOUBXbkQ=/?moveToWidget=3458764527371801960&cot=14

This proposal is to:
- Consent to having Paulo setup this process with and within RnDAO by committing to use it exclusively in the next 2 weeks and provide feedback about it.
- Buying Sesh Premium for the RnDAO Discord Server
- Pay back 62.73 DAI to Paulo for the anual payment of Sesh Premium (as per the attached screenshot)
- Delete all references in our Notion, Discord, and other places to the current Google Shared calendar link and replace it with a Sesh calendar feed URL
- Stop updating the current Google Shared calendar and eventually delete it
- Install Chronicle Bot in RnDAO Discord Server

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"DavidRAllen#0228,Drea#4787,paulofonseca#1987,danielo#2815,Elaheh#4125,RayKanani#0819,katerinabc#6667,🤙&WaKa#6616,danielo#2815,🤞"
982349385071464518,REPLY,1654280744570,TheThriller#2193,"A little late here, but the proposal passed! I'll work with DAOPlanet to get us added as a partner.",,,TheThriller#2193,976166621502636083,"Elaheh#4125,🤞&danielo#2815,👍"
978533665699139584,REPLY,1653371006179,WaKa#6616,"This proposal has failed with the vote of 🤙 1 ☝️ 2  ✋ 1

Wish we had an easier way to look-up proposals still pending, for feedback and votes...",,,WaKa#6616,974800835462725694,"Elaheh#4125,RayKanani#0819,👍&paulofonseca#1987,🙌"
978353036202237995,THREAD_CREATED,1653327940751,Elaheh#4125,alternative path for non-contributors,,,,,
978335210821275648,DEFAULT,1653323690849,danielo#2815,"**Proposal to create an alternative path for non-contributors**
Currently, the only onboarding we have in Discord is geared to contributors (e.g. the only way to signal that someone has joined an onboarding call is to give them the role ""Onboarded **Contributor**""

As per our discussion on last friday's workshop on members lifecycle and team roles, this proposal suggests creating an alternative path by:
1) renaming the New Contributor role to Joining Member and removing the permission to join projects (this will be left for Onboarded Contributors)
2) creating the RnDAO Friends role for members who go through an onboarding call and are not looking to become projects/dao work contributors. this new role will give them access to the discover category so they can continue to engage in our learning channel and other discussions
3) removing everyone who hasn't been active in Coordinape not has posted in a project team in the last 2 weeks from the Onboarded Contributor role, making a public announcement about this, and giving those who had their role removed the possibility to regain it by requesting it to Daniel if they wish to contribute to a project (so no need to join an Onboarding Call unless otherwise desired). 

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"WaKa#6616,Elaheh#4125,☝️&paulofonseca#1987,✋"
978328573804965941,THREAD_CREATED,1653322108461,paulofonseca#1987,This proposal is now passed with 3 🤙 2,,,,,
978310372392067072,REPLY,1653317768906,danielo#2815,This proposal is now passed with 3 🤙  and 2 👍,,,danielo#2815,976878013453074462,
978302284851204116,REPLY,1653315840686,danielo#2815,"This proposal is now passed with 7 🤙  and 1 👍

project channel names have now been updated",,,danielo#2815,976429719853604864,
978302033754980423,REPLY,1653315780820,danielo#2815,"This proposal is now passed with 3 🤙 , 2 ☝️  and 1 🔸.

Making the default revenue split between projects and DAO work 80-20",,,danielo#2815,976406872913494057,
977072742451019779,THREAD_CREATED,1653022694934,WaKa#6616,Proposal purchase Mee6 bot lifetime,,,,,
976878013453074462,DEFAULT,1652976267923,danielo#2815,"**Proposal: purchase Mee6 bot lifetime plan**
I'm paying $11.95/month (accumulated of $71.70) for the Mee6 bot that allows us to emoji react to gain roles. 
 
This proposals suggests to reimburse that expense and also transfer an additional $89.90 to myself to buy the lifetime subscription and avoid more monthly fees stacking up.

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"DavidRAllen#0228,Drea#4787,RayKanani#0819,🤙&Dermot#6950,WaKa#6616,Elaheh#4125,katerinabc#6667,👍"
976433119689310241,THREAD_CREATED,1652870196984,Elaheh#4125,Drop the prefix from Project channel,,,,,
976429719853604864,DEFAULT,1652869386400,danielo#2815,"**Proposal: drop the research/incubation prefix from Project channels**
I don't think it's helping and recently, Technoshaman#5921 was struggling to find Community Analytics channel because it doesn't show in full (see image below).
So I propose we drop these prefixes and keep just the name e.g. ""Community Health Analytics"", ""Level 1"", etc.

Also we'll adapt the Discord role to the new format

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",Technoshaman#5921,,,,"Dermot#6950,Drea#4787,Technoshaman#5921,paulofonseca#1987,danielo#2815,Elaheh#4125,RayKanani#0819,🤙&WaKa#6616,👍"
976406872913494057,DEFAULT,1652863939265,danielo#2815,"**Proposal: Revenue split and merging biz dev and project contributions into a single circle**
An earlier (cancelled) proposal suggested a 70% for project work, 10% for biz dev, and 20% for RnDAO out of any project revenue 
(<https://discord.com/channels/915914985140531240/943193343221968947/963829972450033675>) 

Separating biz dev makes a clear incentive but also means having a separate biz dev contribution accounting to manage (more admin overhead). And what we're seeing with noturhandle#0510 working on Community Analytics grant proposals is that he needs a deep understanding of the project and close collaboration with project members. So bringing biz dev into the circles of projects makes the most sense to me.

This proposal hence puts forth a 20% allocation to RnDAO's DAO work and 80% to project execution (including biz dev/sales work), as our default agreement (new projects can make a proposal to depart from this default)

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",noturhandle#0510,,,,"Technoshaman#5921,danielo#2815,RayKanani#0819,🤙&paulofonseca#1987,Elaheh#4125,☝️&Drea#4787,🔸"
976198376435617884,REPLY,1652814229831,danielo#2815,This proposal is now passed with 2 🤙 and 3 👍,,,danielo#2815,973702019552538674,
976166621502636083,DEFAULT,1652806658865,TheThriller#2193,"**Proposal to be a DAO partner for DAOPlanet.NYC**
The same DAO that hosted DAODenver is now planning DAOPlanet.NYC, scheduled for 6/24 & 6/25 — right after NFT.NYC

**I propose RnDAO to join DAOPlanet as a “DAO Partner” for the event.**

DAO Partners receive a listing and link on the DAOPlanet.NYC website; and are able to nominate speakers, represent their DAO at the event, and receive 20% off tickets. This is a Free “in-kind” promotional opportunity for non-profit DAOs where DAO Partners agree to socialize information about the DAOPlanet.NYC event to their members on Discord, in newsletters, and wherever they feel appropriate to help get the word out and collaborate to create an amazing event.

The DAOPlanet.NYC event is planned as a DAO Deep Dive. The 2-day program encompasses legal structures and considerations, tokenization and tokenomics (including NFTs and fungible tokens), regulatory implications, governance and strategy, and much, much more.

For more information, visit: http://daoplanet.nyc/
(Speakers, Sponsors, and Programming will be updated continually.)


Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"WaKa#6616,TheThriller#2193,🤙&danielo#2815,Elaheh#4125,👍"
974837159964074027,THREAD_CREATED,1652489690534,Drea#4787,Proposal to create research tooling,,,,,
974800835462725694,DEFAULT,1652481030098,WaKa#6616,"Proposal to create **#research-tooling**

Reasoning: https://discord.com/channels/915914985140531240/972218390154477628/974622484844412958

Respond :
🤙  commit
👍  consent
☝️ suggestion
✋ object
🇦  abstain",,,,,"Drea#4787,🤙&Drea#4787,Elaheh#4125,☝️&RayKanani#0819,🤚"
973820443758825485,THREAD_CREATED,1652247286501,Elaheh#4125,Join MetaGame,,,,,
973702019552538674,DEFAULT,1652219051970,danielo#2815,"**Proposal to join MetaGame new initiative to create a group of guilds/DAOs** 

TLDR
They have offered us to join a sort of DAO/guilds club they're creating.

Détails here:
https://metagame.wtf/join/guild

since we're a new DAO and they already know we're values-aligned, they've offered that we can ignore the requirements section.

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"WaKa#6616,danielo#2815,🤙&paulofonseca#1987,Elaheh#4125,katerinabc#6667,👍"
972218390154477628,DEFAULT,1651865327157,Drea#4787,"**Proposal to Explore other tools for Proposals**
I feel that Discord is not the right tool for Proposals (in the spirit of our ReOrg goal of ""right tool for the right task"").  With our proposal volume rising, I'm hoping it's Safe to Try to suggest better tools or processes.

I believe that this consists of:
- Creating a Notion page (either in Tools we use or Decision Making) to compare approaches
- Finding one or a few people who are willing to drive this
- defining goals (selection criteria)
- Soliciting options
- Deciding when one of the options is good enough
- Proposing that option in this channel for a formal vote. 

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"Drea#4787,G.Gomez#1951,RayKanani#0819,👍&WaKa#6616,danielo#2815,☝️&paulofonseca#1987,🤙"
972083585249079317,DEFAULT,1651833187163,danielo#2815,"2) elect RayKanani#0819 Drea#4787 paulofonseca#1987 and danielo#2815 as treasurers

Please react to this proposal with the usual emojis.
For practical reasons I have separated the proposal in two messages and two votes. So please vote both in part 1) and 2)

Emojis:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it","RayKanani#0819,Drea#4787,paulofonseca#1987,danielo#2815",,,,"Drea#4787,G.Gomez#1951,danielo#2815,RayKanani#0819,🤙&WaKa#6616,Elaheh#4125,abbyd#4499,👍"
972083120776020038,DEFAULT,1651833076424,danielo#2815,"**Proposal to elect a temporary group of treasurers**
As we've started to generate revenue from clients and grants, we need a funds management system.
I had created a multisig for learning purposes with RayKanani#0819 Drea#4787 paulofonseca#1987 and myself as signers (3/4). So this proposal aims to:

1) make these multisigs (one in ethereum, another in Gnosis Chain), the official RnDAO treasuries:
-eth:0x4A62ec005ad047FfE3Ab7828f050aD531DC86891
-gno:0x5Cd8D32100466dc0d10236206db61BF18483D5A9","RayKanani#0819,Drea#4787,paulofonseca#1987",,,,"Drea#4787,danielo#2815,abbyd#4499,🤙&WaKa#6616,Elaheh#4125,katerinabc#6667,👍"
972078567548661773,THREAD_CREATED,1651831990850,danielo#2815,Run Coordinape circles proposal execution,,,,,
971873889523216445,REPLY,1651783191806,WaKa#6616,This proposal is now passed with 3 👍 and 3  🤙,,,WaKa#6616,970215699500920922,"danielo#2815,RayKanani#0819,✨"
971735951812485140,REPLY,1651750304893,paulofonseca#1987,"❌ This proposal was not passed. Despite the initial excitement around it, we decided to put this decision on hold for 1 month and then came to the decision that renaming RnDAO to humaneDAO was not the right move. Since this was not a simple decision and this outcome contradicts the emoji reactions to the original post, I would like to ask anybody that doesn't agree with this outcome to voice their concerns and opinions about all of this in the proposal thread. 
🙏 Thank you all for your engagement and participation on this proposal!",,,paulofonseca#1987,956333396395704411,"Drea#4787,danielo#2815,RayKanani#0819,✨&WaKa#6616,😥"
970624012445179957,THREAD_CREATED,1651485197889,danielo#2815,Coordinape circle proposal,,,,,
970215699500920922,DEFAULT,1651387848497,WaKa#6616,"**Proposal: Run Coordinape circle[s] for RnDAO, according to the requirements determined by the community**

I want to run Coordinape services for RnDAO, based on prior experience with Coordinape at Gitcoin. Having trained two dozen users and two Admins across four circles, and after running a dozen epochs of a circle to distribute $4500 weekly, I understand the common economic and psychological issues and typical user questions.

In particular, I'd like to establish a cadence conducive to high level of participation. Coordinape does not work well, unless a predominant majority of circle members send GIVE during each epoch. Coordinape developers agree with the points in my paper, and we've been discussing best ways to mitigate. https://docs.google.com/document/d/1ERaolYJa6l1D7Fwhvj2MQxF0TTycKAbPkcikFzxT0Qo

We can start with a rather common weekly epoch, only opt-in explicitly active users, and run a couple of epochs to establish the pattern of peer assessment, but with no fungible component attached.  However, I am happy to implement any configuration of circle[s] and any epoch parameters that the community deems appropriate.",,,,,"Elaheh#4125,RayKanani#0819,katerinabc#6667,👍&Drea#4787,paulofonseca#1987,danielo#2815,🤙"
969630204295278635,THREAD_CREATED,1651248255562,RayKanani#0819,Proposal to run workshop to break down,,,,,
969528129808908328,REPLY,1651223919108,danielo#2815,"This proposal is now passed with 5 👍  and 1 🤙 
And it's been implemented ✅",,,danielo#2815,968820555975368714,
969527273088774147,THREAD_CREATED,1651223714850,danielo#2815,execution Sesh bot,,,,,
969423045452263434,REPLY,1651198865045,Elaheh#4125,"This proposal is now passed with 2 🤙 | 4👍 | 1☝️.

The next step will be to create the Events category and channel on the server and add the Sesh Bot to it.",,,Elaheh#4125,968525214478639124,
968913733789319249,THREAD_CREATED,1651077435682,katerinabc#6667,Project proposal Find a way to document,,,,,
968870145936207882,DEFAULT,1651067043528,RayKanani#0819,"**Project proposal: Find a way to document and share the learnings that are happening across RnDAO**

Spinning out of this thread: https://discord.com/channels/915914985140531240/967431240657539132/968845596335165480

**Expected outcomes:** 
- A learning rhythm is established across the RnDAO community which allows members to easily learn from each other and quickly contribute to learnings on a regular cadence.

- We can leverage this learning muscle within RnDAO to inform product development of Level1 and pilot with other DAOs interested in consistently documenting and sharing community learnings.

**Research strategy:** Run a design thinking workshop with RnDAO members to ideate around the prompt 
How might we humanely prompt humxns to share learnings after an event

**Success metrics:** Learnings shared per week (0 --> 5)
This would be a new success metric that is currently not tracked

**Kick-off and learning review: **I'm hoping to use the incubator work stream to establish this. I would need support from work stream leads for this.

**Experiments:** I expect us to come out of the workshop with a list of experiments that we can try in order to get to our target success metric.

----------
**Please react to this proposal:**
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"paulofonseca#1987,🤙&G.Gomez#1951,Elaheh#4125,👍&danielo#2815,🤞"
968846426635382784,THREAD_CREATED,1651061388406,paulofonseca#1987,Twitter feed on discord,,,,,
968820555975368714,DEFAULT,1651055220360,danielo#2815,"**Proposal: add a channel that automatically shares RnDAO twitter feed and youtube video uploads within Discord**

I want to test a bot called tweetshift within a channel in the Discover category to be named Twitter-Feed. The bot can apparently also be used by members to retweet without leaving discord, which could help increase reach for events.

This proposal would also give danielo#2815 or a delegate authority to select a bot that does the equivalent with youtube, so new videos uploaded are automatically shared in the same channel.

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",danielo#2815,,,,"MrSmith#7206,paulofonseca#1987,G.Gomez#1951,RayKanani#0819,beralios#9619,👍&Elaheh#4125,🤙"
968525214478639124,DEFAULT,1650984805460,Elaheh#4125,"**Proposal: Add Sesh bot on RnDAO server & create a new category for Events**
DAOs rely on their communities, so it is essential to announce and notify meetings. At the moment, RnDAO uses LettuceMeet, Google Calendar, and Discord Events for public and community meetings/events. The use of external software makes keeping the community informed difficult.

Sech is a free calendar integrated with Discord that can be easily installed on servers. Features include creating events, handling time zones, RSVP, linking to Google Calendar, creating polls, etc. (https://sesh.fyi/).

The purpose of this proposal is to replace Google Calendar with Sesh Bot and create a new category and channel for Events on the server.

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"paulofonseca#1987,G.Gomez#1951,🤙&MrSmith#7206,danielo#2815,RayKanani#0819,beralios#9619,👍&WaKa#6616,☝️"
968110496987357205,REPLY,1650885929105,danielo#2815,"This proposal is now passed with 5 🤙.
I'll proceed to implement it now",,,danielo#2815,967432983936135268,
967432983936135268,DEFAULT,1650724397406,danielo#2815,"**Proposal to start a Community Analytics research project**
Community and vibez are essential in DAOs, but how do we measure them?
We're sensing an opportunity to start a research project in this area to explore the application of Organisational Network Analysis (katerinabc#6667 has a Phd in this area) and ask for grant funding to a few different DAOs. This project could then evolve into an incubation project in a later phase to create a real-time community health dashboard

For this project, we have started filling a Research Project Strategy Canvas <https://miro.com/app/board/uXjVOUBXbkQ=/?moveToWidget=3458764523288194026&cot=14>
writing a Grant application template
<https://intelligent-glove-386.notion.site/Grant-Proposal-Template-e7f72772b2ac4511a7122b44d19538ff>
and have started mapping the space
<https://intelligent-glove-386.notion.site/DAO-Community-Analytics-2061bb4ac39042949417cc43fcab7caa>

This proposal thus requests that we add 
- a Project page in Notion
- a dedicated channel under Projects category
- a role to keep track of those who're part and sync with Sobol so other can see this project as part of RnDAO

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",katerinabc#6667,,,,"WaKa#6616,Drea#4787,paulofonseca#1987,sepehr#3795,Elaheh#4125,RayKanani#0819,🤙"
967126139724255243,DEFAULT,1650651240045,RayKanani#0819,"**Proposal to run workshop to break down Project work into actions members can take on**

We currently have projects in flight that new and existing members aren't able to contribute to because the work is not yet broken down into discrete items.

This proposal is for myself to facilitate a working session for project leads and members to break down the work required to get their project to completion.

**Projects I currently see that could get value from this:**
- Research (what is a DAO)
- Incubation (DAO Blocks)
- Incubation (Culture Analytics)

**Please mention your project in the thread if you'd like to join and it's not on the list.**

I'm looking for commitment from project leads and its members to participate in this working session

**Please react to this proposal:**
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🔸 I am not comfortable voting: I read the proposal but don't feel comfortable voting on it",,,,,"Drea#4787,paulofonseca#1987,danielo#2815,beralios#9619,🤙&G.Gomez#1951,👍"
966728264196444160,DEFAULT,1650556379127,RayKanani#0819,"Proposal to change shrugging emoji to a simpler ""Read but don't feel comfortable voting"" emoji

Currently we have a 🤷 emoji to signal indifference to a proposal. It has come up that this isn't inclusive of how someone might feel. Instead of indifferent it is likely discomfort.

We think more folx will signal discomfort if we update the emoji to 
""🔸 I read the proposal but don't feel comfortable voting on it""

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🤷 I pass on this decision: I don’t have a strong opinion about it and/or others can decide for me, but I want to signal that I’ve seen it",,,,,"paulofonseca#1987,G.Gomez#1951,danielo#2815,Elaheh#4125,katerinabc#6667,🤙&beralios#9619,🤷‍♂️"
963863790565326982,THREAD_CREATED,1649873435394,paulofonseca#1987,System for contributor rewards,,,,,
963829972450033675,DEFAULT,1649865372527,danielo#2815,"**Proposal on a system for contributor rewards**
Funds are very likely to come soon from the approved SCRF grant and the first client based project (sub-daos research hired by Sobol). And these sources are likely to continue being our main income for some time.

To increase the chance that contributors can remain active in RnDAO, this proposal suggest the following approach to rewards:
- 20% of every grant/sale is given to the RnDAO treasury to fund RnDAO projects as decided by the members (this is meant to fund brand and organisational development and projects with future potential like the Incubation workstream)
- 10% of every grant/sale goes to the person/team who made the sale/proposal
- the person/team who made the sale/proposal decides on the team that executes (as they put their reputation on the line in addition to RnDAO's)
- the execution team receives the remaining 70% (or can chose to invest the funds in RnDAO, conversion rate between $ and Give points tbd)

Infrastructure wise, the funds are for now managed with a multisig for which we'd elect 5 members (3/5 signing)

We distribute Coordinape points for the work that's not remunerated, so it's possible to engage with RnDAO as a freelancer (doing sales and/or paid project-execution-work), as a labour-investor (investing time/labour to advance RnDAO beyond the projects).

Please react to this proposal:
🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🤷 I pass on this decision: I don’t have a strong opinion about it and/or others can decide for me, but I want to signal that I’ve seen it",,,,,"paulofonseca#1987,☝️&vvorski#4360,🤙&RayKanani#0819,👍&beralios#9619,🤷‍♂️"
963098984853954560,DEFAULT,1649691091503,RayKanani#0819,"**Proposal: RnDAO Reorg exploration session**
RnDAO has grown and evolved a lot since its inception. We're getting a sense that it's current organizational structure might not be ideal for new member activation as well as tracking work being done and it's connection with other work being done.

Proposal is to schedule a 2.5 hour facilitated working session to explore what an updated structure for RnDAO might look like.

**The ask**
- commitment from both new and existing members to join a 2.5 hour working session scheduled late April (minimum 4 participants, no max)

**Expected outcome**
- A clear proposal for reorganizing RnDAO (Discord, Notion, Onboarding, Work streams)
- Learnings shared from the group into RnDAO for others to learn from
- Increase alignment and clarity on the following proposals
• Organizing dework https://discord.com/channels/915914985140531240/943193343221968947/961701488512622682
• Reorganizing discord https://discord.com/channels/915914985140531240/943193343221968947/961958308980338779
• Restructuring the Miro board https://discord.com/channels/915914985140531240/943193343221968947/960851432330899506
• Starting new projects within RnDAO https://discord.com/channels/915914985140531240/943193343221968947/960517683714072626

🤙 I commit: I will actively work on the outcomes of this decision
👍 I consent: I have no objections to this being implemented but I don’t commit to doing it myself
☝️ I have a suggestion: I would like to share my idea to improve the proposal and I will describe the suggestion in the thread
✋ I object: I sense that this proposal is not safe to try and I will describe my objection in the thread
🤷 I pass on this decision: I don’t have a strong opinion about it and/or others can decide for me, but I want to signal that I’ve seen it",,,,,"newbirb#2624,paulofonseca#1987,G.Gomez#1951,danielo#2815,Elaheh#4125,beralios#9619,katerinabc#6667,🤙"
961993123171540995,THREAD_CREATED,1649427433532,Elaheh#4125,Reorganise Discord,,,,,
